,matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner
14365,5,2010-09-22,Hamburger SV,1-3,VfL Wolfsburg,1,3,2
14366,5,2010-09-22,Bayer 04 Leverkusen,2-1,Eintracht Frankfurt,2,1,0
14367,5,2010-09-22,Bor. Mönchengladbach,1-2,FC St. Pauli,1,2,2
14368,5,2010-09-22,1. FC Nürnberg,2-1,VfB Stuttgart,2,1,0
14369,6,2010-09-24,1. FC Köln,1-1,TSG 1899 Hoffenheim,1,1,1
14370,6,2010-09-25,FC St. Pauli,1-3,Borussia Dortmund,1,3,2
14371,6,2010-09-25,Bayern München,1-2,1. FSV Mainz 05,1,2,2
14372,6,2010-09-25,VfB Stuttgart,1-4,Bayer 04 Leverkusen,1,4,2
14373,6,2010-09-25,FC Schalke 04,2-2,Bor. Mönchengladbach,2,2,1
14374,6,2010-09-25,Eintracht Frankfurt,2-0,1. FC Nürnberg,2,0,0
14375,6,2010-09-25,Werder Bremen,3-2,Hamburger SV,3,2,0
14376,6,2010-09-26,1. FC Kaiserslautern,0-1,Hannover 96,0,1,2
14377,6,2010-09-26,VfL Wolfsburg,2-1,SC Freiburg,2,1,0
14378,7,2010-10-01,Hannover 96,0-1,FC St. Pauli,0,1,2
14379,7,2010-10-02,SC Freiburg,3-2,1. FC Köln,3,2,0
14380,7,2010-10-02,Bor. Mönchengladbach,1-1,VfL Wolfsburg,1,1,1
14381,7,2010-10-02,1. FSV Mainz 05,4-2,TSG 1899 Hoffenheim,4,2,0
14382,7,2010-10-02,1. FC Nürnberg,2-1,FC Schalke 04,2,1,0
14383,7,2010-10-02,Hamburger SV,2-1,1. FC Kaiserslautern,2,1,0
14384,7,2010-10-03,Bayer 04 Leverkusen,2-2,Werder Bremen,2,2,1
14385,7,2010-10-03,VfB Stuttgart,1-2,Eintracht Frankfurt,1,2,2
14386,7,2010-10-03,Borussia Dortmund,2-0,Bayern München,2,0,0
14387,8,2010-10-15,1. FC Köln,1-2,Borussia Dortmund,1,2,2
14388,8,2010-10-16,Werder Bremen,2-1,SC Freiburg,2,1,0
14389,8,2010-10-16,FC St. Pauli,3-2,1. FC Nürnberg,3,2,0
14390,8,2010-10-16,1. FSV Mainz 05,0-1,Hamburger SV,0,1,2
14391,8,2010-10-16,FC Schalke 04,2-2,VfB Stuttgart,2,2,1
14392,8,2010-10-16,VfL Wolfsburg,2-3,Bayer 04 Leverkusen,2,3,2
14393,8,2010-10-16,Bayern München,3-0,Hannover 96,3,0,0
14394,8,2010-10-17,TSG 1899 Hoffenheim,3-2,Bor. Mönchengladbach,3,2,0
14395,8,2010-10-17,1. FC Kaiserslautern,0-3,Eintracht Frankfurt,0,3,2
14396,9,2010-10-22,Hamburger SV,0-0,Bayern München,0,0,1
14397,9,2010-10-23,SC Freiburg,2-1,1. FC Kaiserslautern,2,1,0
14398,9,2010-10-23,1. FC Nürnberg,2-1,VfL Wolfsburg,2,1,0
14399,9,2010-10-23,Hannover 96,2-1,1. FC Köln,2,1,0
14400,9,2010-10-23,Eintracht Frankfurt,0-0,FC Schalke 04,0,0,1
14401,9,2010-10-23,Bor. Mönchengladbach,1-4,Werder Bremen,1,4,2
14402,9,2010-10-24,VfB Stuttgart,2-0,FC St. Pauli,2,0,0
14403,9,2010-10-24,Borussia Dortmund,1-1,TSG 1899 Hoffenheim,1,1,1
14404,9,2010-10-24,Bayer 04 Leverkusen,0-1,1. FSV Mainz 05,0,1,2
14405,10,2010-10-29,Bayern München,4-2,SC Freiburg,4,2,0
14406,10,2010-10-30,FC Schalke 04,0-1,Bayer 04 Leverkusen,0,1,2
14407,10,2010-10-30,1. FC Kaiserslautern,3-0,Bor. Mönchengladbach,3,0,0
14408,10,2010-10-30,VfL Wolfsburg,2-0,VfB Stuttgart,2,0,0
14409,10,2010-10-30,Werder Bremen,2-3,1. FC Nürnberg,2,3,2
14410,10,2010-10-30,FC St. Pauli,1-3,Eintracht Frankfurt,1,3,2
14411,10,2010-10-30,1. FC Köln,3-2,Hamburger SV,3,2,0
14412,10,2010-10-31,1. FSV Mainz 05,0-2,Borussia Dortmund,0,2,2
14413,10,2010-10-31,TSG 1899 Hoffenheim,4-0,Hannover 96,4,0,0
14414,11,2010-11-05,FC Schalke 04,3-0,FC St. Pauli,3,0,0
14415,11,2010-11-06,Eintracht Frankfurt,3-1,VfL Wolfsburg,3,1,0
14416,11,2010-11-06,Bor. Mönchengladbach,3-3,Bayern München,3,3,1
14417,11,2010-11-06,Hamburger SV,2-1,TSG 1899 Hoffenheim,2,1,0
14418,11,2010-11-06,1. FC Nürnberg,3-1,1. FC Köln,3,1,0
14419,11,2010-11-06,SC Freiburg,1-0,1. FSV Mainz 05,1,0,0
14420,11,2010-11-07,Hannover 96,0-4,Borussia Dortmund,0,4,2
14421,11,2010-11-07,VfB Stuttgart,6-0,Werder Bremen,6,0,0
14422,11,2010-11-07,Bayer 04 Leverkusen,3-1,1. FC Kaiserslautern,3,1,0
14423,12,2010-11-12,Borussia Dortmund,2-0,Hamburger SV,2,0,0
14424,12,2010-11-13,1. FC Kaiserslautern,3-3,VfB Stuttgart,3,3,1
14425,12,2010-11-13,Werder Bremen,0-0,Eintracht Frankfurt,0,0,1
14426,12,2010-11-13,VfL Wolfsburg,2-2,FC Schalke 04,2,2,1
14427,12,2010-11-13,1. FC Köln,0-4,Bor. Mönchengladbach,0,4,2
14428,12,2010-11-13,1. FSV Mainz 05,0-1,Hannover 96,0,1,2
14429,12,2010-11-13,FC St. Pauli,0-1,Bayer 04 Leverkusen,0,1,2
14430,12,2010-11-14,Bayern München,3-0,1. FC Nürnberg,3,0,0
14431,12,2010-11-14,TSG 1899 Hoffenheim,0-1,SC Freiburg,0,1,2
14432,13,2010-11-20,1. FC Nürnberg,1-3,1. FC Kaiserslautern,1,3,2
14433,13,2010-11-20,Eintracht Frankfurt,0-4,TSG 1899 Hoffenheim,0,4,2
14434,13,2010-11-20,SC Freiburg,1-2,Borussia Dortmund,1,2,2
14435,13,2010-11-20,Bayer 04 Leverkusen,1-1,Bayern München,1,1,1
14436,13,2010-11-20,Hannover 96,3-2,Hamburger SV,3,2,0
14437,13,2010-11-20,FC Schalke 04,4-0,Werder Bremen,4,0,0
14438,13,2010-11-20,Bor. Mönchengladbach,2-3,1. FSV Mainz 05,2,3,2
14439,13,2010-11-21,FC St. Pauli,1-1,VfL Wolfsburg,1,1,1
14440,13,2010-11-21,VfB Stuttgart,0-1,1. FC Köln,0,1,2
14441,14,2010-11-26,1. FSV Mainz 05,3-0,1. FC Nürnberg,3,0,0
14442,14,2010-11-27,1. FC Kaiserslautern,5-0,FC Schalke 04,5,0,0
14443,14,2010-11-27,Hamburger SV,4-2,VfB Stuttgart,4,2,0
14444,14,2010-11-27,TSG 1899 Hoffenheim,2-2,Bayer 04 Leverkusen,2,2,1
14445,14,2010-11-27,Borussia Dortmund,4-1,Bor. Mönchengladbach,4,1,0
14446,14,2010-11-27,Hannover 96,3-0,SC Freiburg,3,0,0
14447,14,2010-11-27,Bayern München,4-1,Eintracht Frankfurt,4,1,0
14448,14,2010-11-28,Werder Bremen,3-0,FC St. Pauli,3,0,0
14449,14,2010-11-28,1. FC Köln,1-1,VfL Wolfsburg,1,1,1
14450,15,2010-12-03,FC St. Pauli,1-0,1. FC Kaiserslautern,1,0,0
14451,15,2010-12-04,Eintracht Frankfurt,2-1,1. FSV Mainz 05,2,1,0
14452,15,2010-12-04,SC Freiburg,1-0,Hamburger SV,1,0,0
14453,15,2010-12-04,VfL Wolfsburg,0-0,Werder Bremen,0,0,1
14454,15,2010-12-04,Bor. Mönchengladbach,1-2,Hannover 96,1,2,2
14455,15,2010-12-04,VfB Stuttgart,1-1,TSG 1899 Hoffenheim,1,1,1
14456,15,2010-12-04,FC Schalke 04,2-0,Bayern München,2,0,0
14457,15,2010-12-05,Bayer 04 Leverkusen,3-2,1. FC Köln,3,2,0
14458,15,2010-12-05,1. FC Nürnberg,0-2,Borussia Dortmund,0,2,2
14459,16,2010-12-10,Hannover 96,2-1,VfB Stuttgart,2,1,0
14460,16,2010-12-11,1. FC Köln,1-0,Eintracht Frankfurt,1,0,0
14461,16,2010-12-11,Borussia Dortmund,2-0,Werder Bremen,2,0,0
14462,16,2010-12-11,Hamburger SV,2-4,Bayer 04 Leverkusen,2,4,2
14463,16,2010-12-11,1. FC Kaiserslautern,0-0,VfL Wolfsburg,0,0,1
14464,16,2010-12-11,Bayern München,3-0,FC St. Pauli,3,0,0
14465,16,2010-12-11,TSG 1899 Hoffenheim,1-1,1. FC Nürnberg,1,1,1
14466,16,2010-12-12,SC Freiburg,3-0,Bor. Mönchengladbach,3,0,0
14467,16,2010-12-12,1. FSV Mainz 05,0-1,FC Schalke 04,0,1,2
14468,17,2010-12-17,Bor. Mönchengladbach,1-2,Hamburger SV,1,2,2
14469,17,2010-12-18,FC St. Pauli,2-4,1. FSV Mainz 05,2,4,2
14470,17,2010-12-18,Werder Bremen,1-2,1. FC Kaiserslautern,1,2,2
14471,17,2010-12-18,FC Schalke 04,3-0,1. FC Köln,3,0,0
14472,17,2010-12-18,1. FC Nürnberg,3-1,Hannover 96,3,1,0
14473,17,2010-12-18,Eintracht Frankfurt,1-0,Borussia Dortmund,1,0,0
14474,17,2010-12-18,VfL Wolfsburg,2-2,TSG 1899 Hoffenheim,2,2,1
14475,17,2010-12-19,VfB Stuttgart,3-5,Bayern München,3,5,2
14476,17,2010-12-19,Bayer 04 Leverkusen,2-2,SC Freiburg,2,2,1
14477,18,2011-01-14,Bayer 04 Leverkusen,1-3,Borussia Dortmund,1,3,2
14478,18,2011-01-15,1. FC Nürnberg,0-1,Bor. Mönchengladbach,0,1,2
14479,18,2011-01-15,FC Schalke 04,0-1,Hamburger SV,0,1,2
14480,18,2011-01-15,VfB Stuttgart,1-0,1. FSV Mainz 05,1,0,0
14481,18,2011-01-15,FC St. Pauli,2-2,SC Freiburg,2,2,1
14482,18,2011-01-15,VfL Wolfsburg,1-1,Bayern München,1,1,1
14483,18,2011-01-15,Werder Bremen,2-1,TSG 1899 Hoffenheim,2,1,0
14484,18,2011-01-16,1. FC Kaiserslautern,1-1,1. FC Köln,1,1,1
14485,18,2011-01-16,Eintracht Frankfurt,0-3,Hannover 96,0,3,2
14486,19,2011-01-21,Hamburger SV,1-0,Eintracht Frankfurt,1,0,0
14487,19,2011-01-22,Bayern München,5-1,1. FC Kaiserslautern,5,1,0
14488,19,2011-01-22,1. FC Köln,3-0,Werder Bremen,3,0,0
14489,19,2011-01-22,SC Freiburg,1-1,1. FC Nürnberg,1,1,1
14490,19,2011-01-22,Hannover 96,0-1,FC Schalke 04,0,1,2
14491,19,2011-01-22,1. FSV Mainz 05,0-1,VfL Wolfsburg,0,1,2
14492,19,2011-01-22,Borussia Dortmund,1-1,VfB Stuttgart,1,1,1
14493,19,2011-01-23,TSG 1899 Hoffenheim,2-2,FC St. Pauli,2,2,1
14494,19,2011-01-23,Bor. Mönchengladbach,1-3,Bayer 04 Leverkusen,1,3,2
14495,20,2011-01-28,Bayer 04 Leverkusen,2-0,Hannover 96,2,0,0
14496,20,2011-01-29,Werder Bremen,1-3,Bayern München,1,3,2
14497,20,2011-01-29,FC Schalke 04,0-1,TSG 1899 Hoffenheim,0,1,2
14498,20,2011-01-29,1. FC Kaiserslautern,0-1,1. FSV Mainz 05,0,1,2
14499,20,2011-01-29,1. FC Nürnberg,2-0,Hamburger SV,2,0,0
14500,20,2011-01-29,FC St. Pauli,3-0,1. FC Köln,3,0,0
14501,20,2011-01-29,VfL Wolfsburg,0-3,Borussia Dortmund,0,3,2
14502,20,2011-01-30,Eintracht Frankfurt,0-1,Bor. Mönchengladbach,0,1,2
14503,20,2011-01-30,VfB Stuttgart,0-1,SC Freiburg,0,1,2
14504,21,2011-02-04,Borussia Dortmund,0-0,FC Schalke 04,0,0,1
14505,21,2011-02-05,TSG 1899 Hoffenheim,3-2,1. FC Kaiserslautern,3,2,0
14506,21,2011-02-05,1. FC Köln,3-2,Bayern München,3,2,0
14507,21,2011-02-05,1. FC Nürnberg,1-0,Bayer 04 Leverkusen,1,0,0
14508,21,2011-02-05,1. FSV Mainz 05,1-1,Werder Bremen,1,1,1
14509,21,2011-02-05,Hannover 96,1-0,VfL Wolfsburg,1,0,0
14510,21,2011-02-05,Bor. Mönchengladbach,2-3,VfB Stuttgart,2,3,2
14511,21,2011-02-06,SC Freiburg,0-0,Eintracht Frankfurt,0,0,1
14512,22,2011-02-12,VfL Wolfsburg,0-1,Hamburger SV,0,1,2
14513,22,2011-02-12,FC St. Pauli,3-1,Bor. Mönchengladbach,3,1,0
14514,22,2011-02-12,VfB Stuttgart,1-4,1. FC Nürnberg,1,4,2
14515,22,2011-02-12,FC Schalke 04,1-0,SC Freiburg,1,0,0
14516,22,2011-02-12,Bayern München,4-0,TSG 1899 Hoffenheim,4,0,0
14517,22,2011-02-12,1. FC Kaiserslautern,1-1,Borussia Dortmund,1,1,1
14518,22,2011-02-12,Eintracht Frankfurt,0-3,Bayer 04 Leverkusen,0,3,2
14519,22,2011-02-13,1. FC Köln,4-2,1. FSV Mainz 05,4,2,0
14520,22,2011-02-13,Werder Bremen,1-1,Hannover 96,1,1,1
14521,21,2011-02-16,Hamburger SV,0-1,FC St. Pauli,0,1,2
14522,23,2011-02-18,1. FC Nürnberg,3-0,Eintracht Frankfurt,3,0,0
14523,23,2011-02-19,SC Freiburg,2-1,VfL Wolfsburg,2,1,0
14524,23,2011-02-19,Hamburger SV,4-0,Werder Bremen,4,0,0
14525,23,2011-02-19,1. FSV Mainz 05,1-3,Bayern München,1,3,2
14526,23,2011-02-19,TSG 1899 Hoffenheim,1-1,1. FC Köln,1,1,1
14527,23,2011-02-19,Borussia Dortmund,2-0,FC St. Pauli,2,0,0
14528,23,2011-02-19,Hannover 96,3-0,1. FC Kaiserslautern,3,0,0
14529,23,2011-02-20,Bor. Mönchengladbach,2-1,FC Schalke 04,2,1,0
14530,23,2011-02-20,Bayer 04 Leverkusen,4-2,VfB Stuttgart,4,2,0
14531,24,2011-02-25,VfL Wolfsburg,2-1,Bor. Mönchengladbach,2,1,0
14532,24,2011-02-26,1. FC Köln,1-0,SC Freiburg,1,0,0
14533,24,2011-02-26,1. FC Kaiserslautern,1-1,Hamburger SV,1,1,1
14534,24,2011-02-26,Bayern München,1-3,Borussia Dortmund,1,3,2
14535,24,2011-02-26,FC St. Pauli,0-1,Hannover 96,0,1,2
14536,24,2011-02-26,TSG 1899 Hoffenheim,1-2,1. FSV Mainz 05,1,2,2
14537,24,2011-02-26,FC Schalke 04,1-1,1. FC Nürnberg,1,1,1
14538,24,2011-02-27,Werder Bremen,2-2,Bayer 04 Leverkusen,2,2,1
14539,24,2011-02-27,Eintracht Frankfurt,0-2,VfB Stuttgart,0,2,2
14540,25,2011-03-04,Borussia Dortmund,1-0,1. FC Köln,1,0,0
14541,25,2011-03-05,Hannover 96,3-1,Bayern München,3,1,0
14542,25,2011-03-05,VfB Stuttgart,1-0,FC Schalke 04,1,0,0
14543,25,2011-03-05,Bor. Mönchengladbach,2-0,TSG 1899 Hoffenheim,2,0,0
14544,25,2011-03-05,Bayer 04 Leverkusen,3-0,VfL Wolfsburg,3,0,0
14545,25,2011-03-05,1. FC Nürnberg,5-0,FC St. Pauli,5,0,0
14546,25,2011-03-05,Eintracht Frankfurt,0-0,1. FC Kaiserslautern,0,0,1
14547,25,2011-03-06,Hamburger SV,2-4,1. FSV Mainz 05,2,4,2
14548,25,2011-03-06,SC Freiburg,1-3,Werder Bremen,1,3,2
14549,26,2011-03-11,1. FC Köln,4-0,Hannover 96,4,0,0
14550,26,2011-03-12,1. FC Kaiserslautern,2-1,SC Freiburg,2,1,0
14551,26,2011-03-12,VfL Wolfsburg,1-2,1. FC Nürnberg,1,2,2
14552,26,2011-03-12,FC Schalke 04,2-1,Eintracht Frankfurt,2,1,0
14553,26,2011-03-12,TSG 1899 Hoffenheim,1-0,Borussia Dortmund,1,0,0
14554,26,2011-03-12,Bayern München,6-0,Hamburger SV,6,0,0
14555,26,2011-03-12,Werder Bremen,1-1,Bor. Mönchengladbach,1,1,1
14556,26,2011-03-13,FC St. Pauli,1-2,VfB Stuttgart,1,2,2
14557,26,2011-03-13,1. FSV Mainz 05,0-1,Bayer 04 Leverkusen,0,1,2
14558,27,2011-03-18,Bor. Mönchengladbach,0-1,1. FC Kaiserslautern,0,1,2
14559,27,2011-03-19,1. FC Nürnberg,1-3,Werder Bremen,1,3,2
14560,27,2011-03-19,Eintracht Frankfurt,2-1,FC St. Pauli,2,1,0
14561,27,2011-03-19,Hannover 96,2-0,TSG 1899 Hoffenheim,2,0,0
14562,27,2011-03-19,SC Freiburg,1-2,Bayern München,1,2,2
14563,27,2011-03-19,Hamburger SV,6-2,1. FC Köln,6,2,0
14564,27,2011-03-19,Borussia Dortmund,1-1,1. FSV Mainz 05,1,1,1
14565,27,2011-03-20,VfB Stuttgart,1-1,VfL Wolfsburg,1,1,1
14566,27,2011-03-20,Bayer 04 Leverkusen,2-0,FC Schalke 04,2,0,0
14567,28,2011-04-01,FC St. Pauli,0-2,FC Schalke 04,0,2,2
14568,28,2011-04-02,Bayern München,1-0,Bor. Mönchengladbach,1,0,0
14569,28,2011-04-02,Borussia Dortmund,4-1,Hannover 96,4,1,0
14570,28,2011-04-02,1. FSV Mainz 05,1-1,SC Freiburg,1,1,1
14571,28,2011-04-02,Werder Bremen,1-1,VfB Stuttgart,1,1,1
14572,28,2011-04-02,TSG 1899 Hoffenheim,0-0,Hamburger SV,0,0,1
14573,28,2011-04-02,1. FC Kaiserslautern,0-1,Bayer 04 Leverkusen,0,1,2
14574,28,2011-04-03,VfL Wolfsburg,1-1,Eintracht Frankfurt,1,1,1
14575,28,2011-04-03,1. FC Köln,1-0,1. FC Nürnberg,1,0,0
14576,29,2011-04-08,Eintracht Frankfurt,1-1,Werder Bremen,1,1,1
14577,29,2011-04-09,SC Freiburg,3-2,TSG 1899 Hoffenheim,3,2,0
14578,29,2011-04-09,FC Schalke 04,1-0,VfL Wolfsburg,1,0,0
14579,29,2011-04-09,1. FC Nürnberg,1-1,Bayern München,1,1,1
14580,29,2011-04-09,Hannover 96,2-0,1. FSV Mainz 05,2,0,0
14581,29,2011-04-09,Hamburger SV,1-1,Borussia Dortmund,1,1,1
14582,29,2011-04-09,VfB Stuttgart,2-4,1. FC Kaiserslautern,2,4,2
14583,29,2011-04-10,Bor. Mönchengladbach,5-1,1. FC Köln,5,1,0
14584,29,2011-04-10,Bayer 04 Leverkusen,2-1,FC St. Pauli,2,1,0
14585,30,2011-04-15,1. FSV Mainz 05,1-0,Bor. Mönchengladbach,1,0,0
14586,30,2011-04-16,1. FC Kaiserslautern,0-2,1. FC Nürnberg,0,2,2
14587,30,2011-04-16,TSG 1899 Hoffenheim,1-0,Eintracht Frankfurt,1,0,0
14588,30,2011-04-16,1. FC Köln,1-3,VfB Stuttgart,1,3,2
14589,30,2011-04-16,Werder Bremen,1-1,FC Schalke 04,1,1,1
14590,30,2011-04-16,Hamburger SV,0-0,Hannover 96,0,0,1
14591,30,2011-04-16,VfL Wolfsburg,2-2,FC St. Pauli,2,2,1
14592,30,2011-04-17,Borussia Dortmund,3-0,SC Freiburg,3,0,0
14593,30,2011-04-17,Bayern München,5-1,Bayer 04 Leverkusen,5,1,0
14594,31,2011-04-21,SC Freiburg,1-3,Hannover 96,1,3,2
14595,31,2011-04-23,FC Schalke 04,0-1,1. FC Kaiserslautern,0,1,2
14596,31,2011-04-23,FC St. Pauli,1-3,Werder Bremen,1,3,2
14597,31,2011-04-23,Bor. Mönchengladbach,1-0,Borussia Dortmund,1,0,0
14598,31,2011-04-23,VfB Stuttgart,3-0,Hamburger SV,3,0,0
14599,31,2011-04-23,Eintracht Frankfurt,1-1,Bayern München,1,1,1
14600,31,2011-04-23,Bayer 04 Leverkusen,2-1,TSG 1899 Hoffenheim,2,1,0
14601,31,2011-04-24,VfL Wolfsburg,4-1,1. FC Köln,4,1,0
14602,31,2011-04-24,1. FC Nürnberg,0-0,1. FSV Mainz 05,0,0,1
14603,32,2011-04-29,Werder Bremen,0-1,VfL Wolfsburg,0,1,2
14604,32,2011-04-29,1. FC Kaiserslautern,2-0,FC St. Pauli,2,0,0
14605,32,2011-04-30,1. FSV Mainz 05,3-0,Eintracht Frankfurt,3,0,0
14606,32,2011-04-30,TSG 1899 Hoffenheim,1-2,VfB Stuttgart,1,2,2
14607,32,2011-04-30,Hamburger SV,0-2,SC Freiburg,0,2,2
14608,32,2011-04-30,Borussia Dortmund,2-0,1. FC Nürnberg,2,0,0
14609,32,2011-04-30,Bayern München,4-1,FC Schalke 04,4,1,0
14610,32,2011-04-30,Hannover 96,0-1,Bor. Mönchengladbach,0,1,2
14611,32,2011-04-30,1. FC Köln,2-0,Bayer 04 Leverkusen,2,0,0
14612,33,2011-05-07,VfL Wolfsburg,1-2,1. FC Kaiserslautern,1,2,2
14613,33,2011-05-07,FC Schalke 04,1-3,1. FSV Mainz 05,1,3,2
14614,33,2011-05-07,FC St. Pauli,1-8,Bayern München,1,8,2
14615,33,2011-05-07,Werder Bremen,2-0,Borussia Dortmund,2,0,0
14616,33,2011-05-07,Bayer 04 Leverkusen,1-1,Hamburger SV,1,1,1
14617,33,2011-05-07,Bor. Mönchengladbach,2-0,SC Freiburg,2,0,0
14618,33,2011-05-07,1. FC Nürnberg,1-2,TSG 1899 Hoffenheim,1,2,2
14619,33,2011-05-07,VfB Stuttgart,2-1,Hannover 96,2,1,0
14620,33,2011-05-07,Eintracht Frankfurt,0-2,1. FC Köln,0,2,2
14621,34,2011-05-14,Bayern München,2-1,VfB Stuttgart,2,1,0
14622,34,2011-05-14,TSG 1899 Hoffenheim,1-3,VfL Wolfsburg,1,3,2
14623,34,2011-05-14,Hannover 96,3-1,1. FC Nürnberg,3,1,0
14624,34,2011-05-14,1. FC Köln,2-1,FC Schalke 04,2,1,0
14625,34,2011-05-14,Hamburger SV,1-1,Bor. Mönchengladbach,1,1,1
14626,34,2011-05-14,SC Freiburg,0-1,Bayer 04 Leverkusen,0,1,2
14627,34,2011-05-14,1. FC Kaiserslautern,3-2,Werder Bremen,3,2,0
14628,34,2011-05-14,Borussia Dortmund,3-1,Eintracht Frankfurt,3,1,0
14629,34,2011-05-14,1. FSV Mainz 05,2-1,FC St. Pauli,2,1,0
14630,1,2011-08-05,Borussia Dortmund,3-1,Hamburger SV,3,1,0
14631,1,2011-08-06,VfB Stuttgart,3-0,FC Schalke 04,3,0,0
14632,1,2011-08-06,1. FC Köln,0-3,VfL Wolfsburg,0,3,2
14633,1,2011-08-06,Hannover 96,2-1,TSG 1899 Hoffenheim,2,1,0
14634,1,2011-08-06,Werder Bremen,2-0,1. FC Kaiserslautern,2,0,0
14635,1,2011-08-06,Hertha BSC,0-1,1. FC Nürnberg,0,1,2
14636,1,2011-08-06,FC Augsburg,2-2,SC Freiburg,2,2,1
14637,1,2011-08-07,Bayern München,0-1,Bor. Mönchengladbach,0,1,2
14638,1,2011-08-07,1. FSV Mainz 05,2-0,Bayer 04 Leverkusen,2,0,0
14639,2,2011-08-13,1. FC Nürnberg,1-2,Hannover 96,1,2,2
14640,2,2011-08-13,TSG 1899 Hoffenheim,1-0,Borussia Dortmund,1,0,0
14641,2,2011-08-13,Bor. Mönchengladbach,1-1,VfB Stuttgart,1,1,1
14642,2,2011-08-13,Hamburger SV,2-2,Hertha BSC,2,2,1
14643,2,2011-08-13,VfL Wolfsburg,0-1,Bayern München,0,1,2
14644,2,2011-08-13,SC Freiburg,1-2,1. FSV Mainz 05,1,2,2
14645,2,2011-08-13,FC Schalke 04,5-1,1. FC Köln,5,1,0
14646,2,2011-08-14,Bayer 04 Leverkusen,1-0,Werder Bremen,1,0,0
14647,2,2011-08-14,1. FC Kaiserslautern,1-1,FC Augsburg,1,1,1
14648,3,2011-08-19,Bor. Mönchengladbach,4-1,VfL Wolfsburg,4,1,0
14649,3,2011-08-20,VfB Stuttgart,0-1,Bayer 04 Leverkusen,0,1,2
14650,3,2011-08-20,Borussia Dortmund,2-0,1. FC Nürnberg,2,0,0
14651,3,2011-08-20,Werder Bremen,5-3,SC Freiburg,5,3,0
14652,3,2011-08-20,FC Augsburg,0-2,TSG 1899 Hoffenheim,0,2,2
14653,3,2011-08-20,1. FC Köln,1-1,1. FC Kaiserslautern,1,1,1
14654,3,2011-08-20,Bayern München,5-0,Hamburger SV,5,0,0
14655,3,2011-08-21,1. FSV Mainz 05,2-4,FC Schalke 04,2,4,2
14656,3,2011-08-21,Hannover 96,1-1,Hertha BSC,1,1,1
14657,4,2011-08-26,Hertha BSC,1-0,VfB Stuttgart,1,0,0
14658,4,2011-08-27,TSG 1899 Hoffenheim,1-2,Werder Bremen,1,2,2
14659,4,2011-08-27,SC Freiburg,3-0,VfL Wolfsburg,3,0,0
14660,4,2011-08-27,Hamburger SV,3-4,1. FC Köln,3,4,2
14661,4,2011-08-27,1. FC Kaiserslautern,0-3,Bayern München,0,3,2
14662,4,2011-08-27,1. FC Nürnberg,1-0,FC Augsburg,1,0,0
14663,4,2011-08-27,Bayer 04 Leverkusen,0-0,Borussia Dortmund,0,0,1
14664,4,2011-08-28,FC Schalke 04,1-0,Bor. Mönchengladbach,1,0,0
14665,4,2011-08-28,Hannover 96,1-1,1. FSV Mainz 05,1,1,1
14666,5,2011-09-09,FC Augsburg,1-4,Bayer 04 Leverkusen,1,4,2
14667,5,2011-09-10,Bayern München,7-0,SC Freiburg,7,0,0
14668,5,2011-09-10,Werder Bremen,2-0,Hamburger SV,2,0,0
14669,5,2011-09-10,Borussia Dortmund,1-2,Hertha BSC,1,2,2
14670,5,2011-09-10,VfB Stuttgart,3-0,Hannover 96,3,0,0
14671,5,2011-09-10,1. FSV Mainz 05,0-4,TSG 1899 Hoffenheim,0,4,2
14672,5,2011-09-10,Bor. Mönchengladbach,1-0,1. FC Kaiserslautern,1,0,0
14673,5,2011-09-11,1. FC Köln,1-2,1. FC Nürnberg,1,2,2
14674,5,2011-09-11,VfL Wolfsburg,2-1,FC Schalke 04,2,1,0
14675,6,2011-09-16,SC Freiburg,1-2,VfB Stuttgart,1,2,2
14676,6,2011-09-17,Bayer 04 Leverkusen,1-4,1. FC Köln,1,4,2
14677,6,2011-09-17,Hertha BSC,2-2,FC Augsburg,2,2,1
14678,6,2011-09-17,1. FC Nürnberg,1-1,Werder Bremen,1,1,1
14679,6,2011-09-17,Hamburger SV,0-1,Bor. Mönchengladbach,0,1,2
14680,6,2011-09-17,TSG 1899 Hoffenheim,3-1,VfL Wolfsburg,3,1,0
14681,6,2011-09-17,1. FC Kaiserslautern,3-1,1. FSV Mainz 05,3,1,0
14682,6,2011-09-18,Hannover 96,2-1,Borussia Dortmund,2,1,0
14683,6,2011-09-18,FC Schalke 04,0-2,Bayern München,0,2,2
14684,7,2011-09-23,VfB Stuttgart,1-2,Hamburger SV,1,2,2
14685,7,2011-09-24,Bor. Mönchengladbach,1-0,1. FC Nürnberg,1,0,0
14686,7,2011-09-24,VfL Wolfsburg,1-0,1. FC Kaiserslautern,1,0,0
14687,7,2011-09-24,FC Augsburg,0-0,Hannover 96,0,0,1
14688,7,2011-09-24,1. FSV Mainz 05,1-2,Borussia Dortmund,1,2,2
14689,7,2011-09-24,FC Schalke 04,4-2,SC Freiburg,4,2,0
14690,7,2011-09-24,Bayern München,3-0,Bayer 04 Leverkusen,3,0,0
14691,7,2011-09-25,1. FC Köln,2-0,TSG 1899 Hoffenheim,2,0,0
14692,7,2011-09-25,Werder Bremen,2-1,Hertha BSC,2,1,0
14693,8,2011-09-30,1. FC Kaiserslautern,0-2,VfB Stuttgart,0,2,2
